"avg.exp","pct.exp","features.plot","id","avg.exp.scaled"
0.101698660589503,9.09090909090909,"GATM","VCAN+ Monocyte",-0.265960108541615
0.0318008867570075,4.54545454545455,"GAL3ST4","VCAN+ Monocyte",-0.479348508945415
0.456957354879629,27.8656126482213,"F13A1","VCAN+ Monocyte",0.540718494319068
0.00547060080632011,0.592885375494071,"HSD17B2","VCAN+ Monocyte",-0.575944283572656
0.00456015782773958,0.592885375494071,"EGFR","VCAN+ Monocyte",-1.17799044865137
0.00238091923803888,0.395256916996047,"HSD17B6","VCAN+ Monocyte",-0.440778678229972
0.00760679726715489,1.18577075098814,"SLC25A4","VCAN+ Monocyte",-0.580997656848294
0.0300739048233665,3.95256916996047,"ALDH1B1","VCAN+ Monocyte",-0.486157742354573
0.00284354870659911,0.395256916996047,"AOC3","VCAN+ Monocyte",-0.827754596397321
0.00384250896939986,0.395256916996047,"ADH1B","VCAN+ Monocyte",-0.682796293879417
0.0699781134744743,6.91699604743083,"PLCB1","VCAN+ Monocyte",-0.334727552552639
0.00189462619593542,0.197628458498024,"AKR1C1","VCAN+ Monocyte",-0.60418333101841
0.0829780425573497,4.1501976284585,"NT5E","VCAN+ Monocyte",-0.354526194944124
0,0,"PDE1A","VCAN+ Monocyte",-0.848391439928406
0.0187676179394421,1.97628458498024,"GUCY1A1","VCAN+ Monocyte",-0.878378693620795
0.00215114756141584,0.395256916996047,"GPX8","VCAN+ Monocyte",-1.05893376631483
0.0134266357954023,1.77865612648221,"CHPF","VCAN+ Monocyte",-1.14700771317201
0.00853172995018878,0.790513833992095,"GFPT2","VCAN+ Monocyte",-0.86300736536476
0.00701152759978354,0.790513833992095,"DNM1","VCAN+ Monocyte",-1.00634325974375
0,0,"ABCA8","VCAN+ Monocyte",-0.591561021200897
0.00230451012576045,0.395256916996047,"CP","VCAN+ Monocyte",-0.564931531409524
0.0427572378834151,3.95256916996047,"PCK1","VCAN+ Monocyte",-0.342767657240389
0.226489237360654,31.9838056680162,"HK3","THBS1+ Macrophage",1.16579257995171
0.317321541585602,41.8353576248313,"GALNT6","THBS1+ Macrophage",0.898646196870991
0.234260463495559,35.8974358974359,"GPD2","THBS1+ Macrophage",0.938319938455497
0.173047906392125,23.3468286099865,"HK2","THBS1+ Macrophage",-0.0644481001218796
0.313776114784131,41.8353576248313,"SLC25A19","THBS1+ Macrophage",0.840542343580744
0.198295974528204,18.2186234817814,"AQP9","THBS1+ Macrophage",-0.154502423973779
0.589513873682405,39.2712550607287,"CD36","THBS1+ Macrophage",1.23382371426378
2.81635732501839,70.4453441295547,"FOLR2","THBS1+ Macrophage",2.5
1.64264325780542,72.6045883940621,"ENPP2","THBS1+ Macrophage",2.5
0.813877785774447,61.9433198380567,"GATM","THBS1+ Macrophage",2.5
0.684179980041475,54.7908232118758,"GAL3ST4","THBS1+ Macrophage",2.5
2.21378244367555,51.0121457489879,"F13A1","THBS1+ Macrophage",2.5
0.000905661104662007,0.269905533063428,"HSD17B2","THBS1+ Macrophage",-0.584369557510608
0.00167630158739459,0.404858299595142,"EGFR","THBS1+ Macrophage",-1.19264293822356
0.00269621173208962,0.539811066126856,"HSD17B6","THBS1+ Macrophage",-0.439728944794142
0.0443446833449902,8.63697705802969,"SLC25A4","THBS1+ Macrophage",-0.452363665883866
0.0445775051867868,8.09716599190283,"ALDH1B1","THBS1+ Macrophage",-0.426607112001353
0.00329504189988043,0.539811066126856,"AOC3","THBS1+ Macrophage",-0.825528204317861
0.00518122258687162,0.404858299595142,"ADH1B","THBS1+ Macrophage",-0.681064145568499
0.016346490155819,2.69905533063428,"PLCB1","THBS1+ Macrophage",-0.554429397203964
0.00486420748139169,0.67476383265857,"AKR1C1","THBS1+ Macrophage",-0.595677835556374
0.00607527637423722,0.809716599190283,"NT5E","THBS1+ Macrophage",-0.621391869877958
0.00115336534776441,0.269905533063428,"PDE1A","THBS1+ Macrophage",-0.8421017634069
0.0280294070221047,5.93792172739541,"GUCY1A1","THBS1+ Macrophage",-0.856265475759628
0.00539013948766214,1.07962213225371,"GPX8","THBS1+ Macrophage",-1.04841495134069
0.0420976201882114,9.58164642375169,"CHPF","THBS1+ Macrophage",-1.0045020826923
0.00845124548649597,1.07962213225371,"GFPT2","THBS1+ Macrophage",-0.863345477126951
0.0220457598745622,3.10391363022942,"DNM1","THBS1+ Macrophage",-0.880445669421435
0,0,"ABCA8","THBS1+ Macrophage",-0.591561021200897
0.005374296592112,1.34952766531714,"CP","THBS1+ Macrophage",-0.557628021847654
0.049087985163304,7.55735492577598,"PCK1","THBS1+ Macrophage",-0.333966379060583
0,0,"HK3","ICAM1- telocytes",-0.568266315900629
0,0,"GALNT6","ICAM1- telocytes",-0.79195446341919
0.0855369328729968,7.40740740740741,"GPD2","ICAM1- telocytes",-0.491724207787047
0.0913347238173898,8.64197530864197,"HK2","ICAM1- telocytes",-0.469724217396992
0.0110426467015614,1.23456790123457,"SLC25A19","ICAM1- telocytes",-0.809379623897111
0.00877010656556488,1.23456790123457,"AQP9","ICAM1- telocytes",-0.475606546882393
0,0,"CD36","ICAM1- telocytes",-0.630736649857662
0,0,"FOLR2","ICAM1- telocytes",-0.44857047715231
0.0431616027881315,4.93827160493827,"ENPP2","ICAM1- telocytes",-0.528224965286045
0.272969648517616,18.5185185185185,"GATM","ICAM1- telocytes",0.568449481861769
0.0283608778284452,3.7037037037037,"GAL3ST4","ICAM1- telocytes",-0.501443877411043
0,0,"F13A1","ICAM1- telocytes",-0.479328166224711
2.62120186165785,71.6049382716049,"HSD17B2","ICAM1- telocytes",1.79651348718425
0.382430184860399,28.3950617283951,"EGFR","ICAM1- telocytes",0.449353134007912
0.0640013719358189,6.17283950617284,"HSD17B6","ICAM1- telocytes",-0.241647402995885
0.0336910569494902,2.46913580246914,"SLC25A4","ICAM1- telocytes",-0.489194411662993
0.062179331143481,8.64197530864197,"ALDH1B1","ICAM1- telocytes",-0.355436284564939
0.271748420099694,16.0493827160494,"AOC3","ICAM1- telocytes",0.347257024811253
1.19109780937751,20.9876543209877,"ADH1B","ICAM1- telocytes",0.331729040037315
0.0357662704252188,2.46913580246914,"PLCB1","ICAM1- telocytes",-0.473565437027994
0.08229862787614,7.40740740740741,"AKR1C1","ICAM1- telocytes",-0.382335835031934
0.0110359885185928,2.46913580246914,"NT5E","ICAM1- telocytes",-0.603571404735122
0.208587245694977,18.5185185185185,"PDE1A","ICAM1- telocytes",0.185348251843465
0.565436012649129,25.9259259259259,"GUCY1A1","ICAM1- telocytes",0.171244781352987
0.705538506314462,46.9135802469136,"GPX8","ICAM1- telocytes",0.674406845521074
0.29564579296988,28.3950617283951,"CHPF","ICAM1- telocytes",0.107893229371755
0.428424123547232,12.3456790123457,"GFPT2","ICAM1- telocytes",0.611662807104623
0.223721109126786,16.0493827160494,"DNM1","ICAM1- telocytes",0.649521893094599
0.198780640870123,11.1111111111111,"ABCA8","ICAM1- telocytes",-0.155860092063088
0,0,"CP","ICAM1- telocytes",-0.570429041283516
0.0886440466458923,7.40740740740741,"PCK1","ICAM1- telocytes",-0.280148281178254
0,0,"HK3","ICAM1+ telocytes",-0.568266315900629
0.00273170278279492,0.746268656716418,"GALNT6","ICAM1+ telocytes",-0.775220380848872
0.0392300309641506,8.58208955223881,"GPD2","ICAM1+ telocytes",-0.977266360056617
0.0583943974908687,10.0746268656716,"HK2","ICAM1+ telocytes",-0.641751856667126
0.0373244453376662,5.97014925373134,"SLC25A19","ICAM1+ telocytes",-0.647724219180093
0,0,"AQP9","ICAM1+ telocytes",-0.491891975259447
0,0,"CD36","ICAM1+ telocytes",-0.630736649857662
0.00530653333707356,0.746268656716418,"FOLR2","ICAM1+ telocytes",-0.436046865979314
0.191385895758619,19.7761194029851,"ENPP2","ICAM1+ telocytes",-0.0696762516851947
0.121074289719147,15.6716417910448,"GATM","ICAM1+ telocytes",-0.165286555516142
0.0344513785258262,5.97014925373134,"GAL3ST4","ICAM1+ telocytes",-0.46237444035017
0.00295201209144151,0.373134328358209,"F13A1","ICAM1+ telocytes",-0.471338921611756
2.91657751336571,82.089552238806,"HSD17B2","ICAM1+ telocytes",1.94169600656517
0.602327406646414,53.7313432835821,"EGFR","ICAM1+ telocytes",1.2016996508853
0.0538205498852659,7.08955223880597,"HSD17B6","ICAM1+ telocytes",-0.273739140495103
0.0347267734469087,5.59701492537313,"SLC25A4","ICAM1+ telocytes",-0.485597208925282
0.107079075320548,12.6865671641791,"ALDH1B1","ICAM1+ telocytes",-0.17909938230387
0.0883286510527033,12.6865671641791,"AOC3","ICAM1+ telocytes",-0.423128306976866
0.365094449430278,10.4477611940298,"ADH1B","ICAM1+ telocytes",-0.283274955143064
0.0200391444901015,2.98507462686567,"PLCB1","ICAM1+ telocytes",-0.538934879669068
0.302683797240951,29.4776119402985,"AKR1C1","ICAM1+ telocytes",0.150308309777447
0.00441737748871337,0.746268656716418,"NT5E","ICAM1+ telocytes",-0.627367168787352
0.222473016038408,29.1044776119403,"PDE1A","ICAM1+ telocytes",0.247681637073551
0.35832330222455,32.089552238806,"GUCY1A1","ICAM1+ telocytes",-0.17550964877082
0.54234709393535,55.9701492537313,"GPX8","ICAM1+ telocytes",0.346550562421368
0.265150182589976,33.955223880597,"CHPF","ICAM1+ telocytes",-0.0137720734932223
0.202397103080904,19.7761194029851,"GFPT2","ICAM1+ telocytes",-0.11811638894799
0.213064301715079,29.8507462686567,"DNM1","ICAM1+ telocytes",0.575213969918305
0.0947260056208864,10.8208955223881,"ABCA8","ICAM1+ telocytes",-0.37406705033072
0.0954059132959613,6.71641791044776,"CP","ICAM1+ telocytes",-0.352795997005798
0.123153863628195,7.46268656716418,"PCK1","ICAM1+ telocytes",-0.234769643815017
0,0,"HK3","DES+ myofibroblasts",-0.568266315900629
0,0,"GALNT6","DES+ myofibroblasts",-0.79195446341919
0.0241954916237388,3.64963503649635,"GPD2","DES+ myofibroblasts",-1.13957168108721
0.0127855492608035,0.72992700729927,"HK2","DES+ myofibroblasts",-0.888993467175261
0.0440556421079862,5.83941605839416,"SLC25A19","DES+ myofibroblasts",-0.606980421442664
0,0,"AQP9","DES+ myofibroblasts",-0.491891975259447
0.0160189347023271,1.45985401459854,"CD36","DES+ myofibroblasts",-0.566796724805259
0,0,"FOLR2","DES+ myofibroblasts",-0.44857047715231
0.032225545218565,2.91970802919708,"ENPP2","DES+ myofibroblasts",-0.564598304592026
0.0680241738923938,7.2992700729927,"GATM","DES+ myofibroblasts",-0.445216762284753
0.0500484353824232,4.37956204379562,"GAL3ST4","DES+ myofibroblasts",-0.36336160500278
0.0108474811606371,0.72992700729927,"F13A1","DES+ myofibroblasts",-0.450085847780152
0.0163995362488111,2.18978102189781,"HSD17B2","DES+ myofibroblasts",-0.555927723277137
0.188356465275439,20.4379562043796,"EGFR","DES+ myofibroblasts",-0.321634462849777
1.65499694560155,70.8029197080292,"HSD17B6","DES+ myofibroblasts",2.5
1.48431156850247,66.4233576642336,"SLC25A4","DES+ myofibroblasts",2.5
1.23901718234077,56.9343065693431,"ALDH1B1","DES+ myofibroblasts",2.5
0.843834459703186,52.5547445255474,"AOC3","DES+ myofibroblasts",2.18458721842805
0.00508624491184775,0.72992700729927,"ADH1B","DES+ myofibroblasts",-0.681186960193429
0.400716674906532,29.9270072992701,"PLCB1","DES+ myofibroblasts",0.816017720588309
0.250265310229599,18.2481751824818,"AKR1C1","DES+ myofibroblasts",0.0322755309079596
0.24508722450412,25.5474452554745,"NT5E","DES+ myofibroblasts",0.150855898860802
0.149494360981887,18.2481751824818,"PDE1A","DES+ myofibroblasts",-0.0881843098256408
1.16742094219507,60.5839416058394,"GUCY1A1","DES+ myofibroblasts",0.966270437619774
0.261639049236708,24.0875912408759,"GPX8","DES+ myofibroblasts",-0.308322671648415
0.35652910494251,33.5766423357664,"CHPF","DES+ myofibroblasts",0.342454482464474
0.178963427335913,16.7883211678832,"GFPT2","DES+ myofibroblasts",-0.201499816052049
0.0618409833946988,7.2992700729927,"DNM1","DES+ myofibroblasts",-0.555932623303829
0.0136205823343771,0.72992700729927,"ABCA8","DES+ myofibroblasts",-0.559049777774921
0,0,"CP","DES+ myofibroblasts",-0.570429041283516
0.0496621118600936,5.10948905109489,"PCK1","DES+ myofibroblasts",-0.333170831742328
0,0,"HK3","CD73+ fibroblasts",-0.568266315900629
0,0,"GALNT6","CD73+ fibroblasts",-0.79195446341919
0.124191576892814,12.7272727272727,"GPD2","CD73+ fibroblasts",-0.102023846754243
0.0333788723619206,7.27272727272727,"HK2","CD73+ fibroblasts",-0.776008504342241
0,0,"SLC25A19","CD73+ fibroblasts",-0.878558796618877
0,0,"AQP9","CD73+ fibroblasts",-0.491891975259447
0,0,"CD36","CD73+ fibroblasts",-0.630736649857662
0,0,"FOLR2","CD73+ fibroblasts",-0.44857047715231
0.0933929699273073,9.09090909090909,"ENPP2","CD73+ fibroblasts",-0.365910010779257
0.00814561094118462,1.81818181818182,"GATM","CD73+ fibroblasts",-0.778391946933272
0.0537195758453119,5.45454545454545,"GAL3ST4","CD73+ fibroblasts",-0.340270421491357
0.00814561094118462,1.81818181818182,"F13A1","CD73+ fibroblasts",-0.457340017747923
0,0,"HSD17B2","CD73+ fibroblasts",-0.58604565683025
0.763346074099458,56.3636363636364,"EGFR","CD73+ fibroblasts",1.68973979656974
0.0150796810261391,3.63636363636364,"HSD17B6","CD73+ fibroblasts",-0.398758438211403
0.295479475882943,27.2727272727273,"SLC25A4","CD73+ fibroblasts",0.321673790019074
0.065465988335668,12.7272727272727,"ALDH1B1","CD73+ fibroblasts",-0.34227785318074
0.48669295641882,34.5454545454545,"AOC3","CD73+ fibroblasts",1.11968027541931
6.83833042294607,85.4545454545455,"ADH1B","CD73+ fibroblasts",1.98839215899048
1.11808519931812,56.3636363636364,"PLCB1","CD73+ fibroblasts",2.5
2.1874881461149,65.4545454545455,"AKR1C1","CD73+ fibroblasts",2.5
1.54346842536708,60,"NT5E","CD73+ fibroblasts",2.5
0.817289084697038,50.9090909090909,"PDE1A","CD73+ fibroblasts",2.41100818472771
2.02750737170371,63.6363636363636,"GUCY1A1","CD73+ fibroblasts",1.78286690986189
1.00950331936587,69.0909090909091,"GPX8","CD73+ fibroblasts",1.2090359751447
0.417300447687265,38.1818181818182,"CHPF","CD73+ fibroblasts",0.566312380255027
1.08932449263089,63.6363636363636,"GFPT2","CD73+ fibroblasts",2.22272149187339
0.261183116837481,32.7272727272727,"DNM1","CD73+ fibroblasts",0.905696939138966
1.26673371864355,49.0909090909091,"ABCA8","CD73+ fibroblasts",1.37502367668897
1.94867718840961,45.4545454545455,"CP","CD73+ fibroblasts",2.01216589124247
0.0643003624877174,5.45454545454545,"PCK1","CD73+ fibroblasts",-0.31303276207478
0.00127702515481479,0.305188199389624,"HK3","FAP+ fibroblasts",-0.557426437813551
0.0187691745438787,1.42421159715158,"GALNT6","FAP+ fibroblasts",-0.677886946369513
0.0625198531223485,13.4282807731434,"GPD2","FAP+ fibroblasts",-0.730420037447278
0.0951898611721212,19.3285859613428,"HK2","FAP+ fibroblasts",-0.449931472835445
0.0385845567530769,8.85045778229908,"SLC25A19","FAP+ fibroblasts",-0.640076713834536
0.00168440759710928,0.406917599186165,"AQP9","FAP+ fibroblasts",-0.488753104158211
0.0129379112597774,1.42421159715158,"CD36","FAP+ fibroblasts",-0.579016029234392
0.00103566565648007,0.406917599186165,"FOLR2","FAP+ fibroblasts",-0.446121057388237
0.0378974702359868,7.93489318413021,"ENPP2","FAP+ fibroblasts",-0.545685632046649
0.0181666452299073,3.4587995930824,"GATM","FAP+ fibroblasts",-0.721276523133178
0.0303649376859626,7.42624618514751,"GAL3ST4","FAP+ fibroblasts",-0.488562719234165
0.00923984231714191,1.93285859613428,"F13A1","FAP+ fibroblasts",-0.454399809188409
0.270337297276708,14.6490335707019,"HSD17B2","FAP+ fibroblasts",-0.143007150499736
0.263363672334891,41.0986775178026,"EGFR","FAP+ fibroblasts",-0.00968281440893189
0.0965241732497675,13.53001017294,"HSD17B6","FAP+ fibroblasts",-0.141149308881971
0.083530985662998,15.6663275686673,"SLC25A4","FAP+ fibroblasts",-0.320051616497037
0.117603655918072,21.9735503560529,"ALDH1B1","FAP+ fibroblasts",-0.138800912708243
0.127775618242704,20.5493387589013,"AOC3","FAP+ fibroblasts",-0.247019664776943
0.46151196768042,10.2746693794507,"ADH1B","FAP+ fibroblasts",-0.194571297325283
0.0890755239346716,14.7507629704985,"PLCB1","FAP+ fibroblasts",-0.25914503940674
0.239515347605466,25.3306205493388,"AKR1C1","FAP+ fibroblasts",0.00745861379002882
0.2035574702771,27.8738555442523,"NT5E","FAP+ fibroblasts",0.0279481615333883
0.217824995868753,31.2309257375382,"PDE1A","FAP+ fibroblasts",0.226895805703939
1.40833121982987,79.0437436419125,"GUCY1A1","FAP+ fibroblasts",1.22379785310175
1.09142444320976,81.586978636826,"GPX8","FAP+ fibroblasts",1.33929044034434
0.982367327954603,72.4313326551373,"CHPF","FAP+ fibroblasts",2.28025110719838
0.536649673412945,52.4923702950153,"GFPT2","FAP+ fibroblasts",0.921075215887907
0.39887539467814,54.4252288911495,"DNM1","FAP+ fibroblasts",1.78599399906303
0.177607449608298,15.1576805696846,"ABCA8","FAP+ fibroblasts",-0.198684302838002
0.143071528404348,10.3763987792472,"CP","FAP+ fibroblasts",-0.251069178150528
0.0463814284816852,6.71414038657172,"PCK1","FAP+ fibroblasts",-0.337722633776825
0,0,"HK3","FGFR2+ fibroblasts",-0.568266315900629
0,0,"GALNT6","FGFR2+ fibroblasts",-0.79195446341919
0.0534268360724989,7.83582089552239,"GPD2","FGFR2+ fibroblasts",-0.826145991179781
0.0227318324456002,5.59701492537313,"HK2","FGFR2+ fibroblasts",-0.8341393108515
0.0232313348660191,4.47761194029851,"SLC25A19","FGFR2+ fibroblasts",-0.733892683854973
0.00455931486263697,0.373134328358209,"AQP9","FGFR2+ fibroblasts",-0.483407925316685
0.0196164098280358,2.61194029850746,"CD36","FGFR2+ fibroblasts",-0.552575983784881
0,0,"FOLR2","FGFR2+ fibroblasts",-0.44857047715231
0.0226451524706262,4.1044776119403,"ENPP2","FGFR2+ fibroblasts",-0.596780780319411
0.0483189945725016,5.22388059701492,"GATM","FGFR2+ fibroblasts",-0.552751935147212
0.0528637357598902,8.58208955223881,"GAL3ST4","FGFR2+ fibroblasts",-0.345646388637554
0.00189110703136288,0.373134328358209,"F13A1","FGFR2+ fibroblasts",-0.474207415859891
0.248447618417035,22.3880597014925,"HSD17B2","FGFR2+ fibroblasts",-0.175189656344465
0.341252702346296,37.6865671641791,"EGFR","FGFR2+ fibroblasts",0.295234208034079
0.150953985705308,10.4477611940298,"HSD17B6","FGFR2+ fibroblasts",0.020555436763708
0.0305269990116971,5.59701492537313,"SLC25A4","FGFR2+ fibroblasts",-0.500206037669585
0.0665203343624945,10.8208955223881,"ALDH1B1","FGFR2+ fibroblasts",-0.338065280705866
0.238534508482854,24.6268656716418,"AOC3","FGFR2+ fibroblasts",0.216358707478952
4.70472944298763,70.8955223880597,"ADH1B","FGFR2+ fibroblasts",1.57542926537168
0.0183702376186125,1.86567164179104,"PLCB1","FGFR2+ fibroblasts",-0.545930717620535
0.165203455838587,14.5522388059702,"AKR1C1","FGFR2+ fibroblasts",-0.170218539250378
0.142532339496611,11.5671641791045,"NT5E","FGFR2+ fibroblasts",-0.160575579531756
0.258122617011062,27.2388059701493,"PDE1A","FGFR2+ fibroblasts",0.404526513669091
0.230501771369307,20.8955223880597,"GUCY1A1","FGFR2+ fibroblasts",-0.416990925841791
0.81813297327086,64.5522388059701,"GPX8","FGFR2+ fibroblasts",0.882803418864181
0.213562576524261,27.6119402985075,"CHPF","FGFR2+ fibroblasts",-0.226422250139043
0.202343643175163,21.2686567164179,"GFPT2","FGFR2+ fibroblasts",-0.118304758360625
0.19919277671909,24.2537313432836,"DNM1","FGFR2+ fibroblasts",0.477506463555835
2.30175923504498,63.8059701492537,"ABCA8","FGFR2+ fibroblasts",2.27888163112135
1.63936891052686,51.865671641791,"CP","FGFR2+ fibroblasts",1.74750302152586
0.0504909514809412,5.97014925373134,"PCK1","FGFR2+ fibroblasts",-0.332023104816596
0,0,"HK3","Malignant cells",-0.568266315900629
0.395760785016332,11.8959107806691,"GALNT6","Malignant cells",1.25344523896918
0.221550105554528,5.20446096654275,"GPD2","Malignant cells",0.823030230385251
0.395816977170708,10.4089219330855,"HK2","Malignant cells",0.911498215971055
0.208880057026001,4.08921933085502,"SLC25A19","Malignant cells",0.316374110459487
0,0,"AQP9","Malignant cells",-0.491891975259447
0.00797227561432361,0.371747211895911,"CD36","Malignant cells",-0.598788123360883
0.00903615002177715,0.371747211895911,"FOLR2","Malignant cells",-0.427284330823784
0.0677993338858963,0.743494423791822,"ENPP2","Malignant cells",-0.447657866570793
0.0884438139473837,2.60223048327138,"GATM","Malignant cells",-0.335855948474358
0.102791149782124,1.11524163568773,"GAL3ST4","Malignant cells",-0.0391113579001362
0.0103177133470972,0.371747211895911,"F13A1","Malignant cells",-0.451506676032769
0.0261759146708595,1.11524163568773,"HSD17B2","Malignant cells",-0.538203638086021
0.33242515138867,10.0371747211896,"EGFR","Malignant cells",0.261578993298846
0,0,"HSD17B6","Malignant cells",-0.448716377648978
0.320519953143404,7.80669144981413,"SLC25A4","Malignant cells",0.390440853539924
0.127917001280506,4.83271375464684,"ALDH1B1","Malignant cells",-0.0996777316880439
0.0264542800728122,0.743494423791822,"AOC3","Malignant cells",-0.712649483969404
0,0,"ADH1B","Malignant cells",-0.68778093887016
0.131362522194388,3.3457249070632,"PLCB1","Malignant cells",-0.0963955399066728
0.0156402930648738,0.743494423791822,"AKR1C1","Malignant cells",-0.565022604517965
0.0713390678942713,1.11524163568773,"NT5E","Malignant cells",-0.393674530790151
0,0,"PDE1A","Malignant cells",-0.848391439928406
0,0,"GUCY1A1","Malignant cells",-0.923810939567209
0.0223944103551753,0.371747211895911,"GPX8","Malignant cells",-0.993742638813123
0.288316016922713,7.0631970260223,"CHPF","Malignant cells",0.0789138127632227
0.0439039420483663,1.48698884758364,"GFPT2","Malignant cells",-0.716962555784517
0.00289500203952894,0.371747211895911,"DNM1","Malignant cells",-1.04114316693409
0,0,"ABCA8","Malignant cells",-0.591561021200897
0,0,"CP","Malignant cells",-0.570429041283516
8.33479487781913,58.7360594795539,"PCK1","Malignant cells",2.5
